"","X","Area","Area.S","segment","Julian.Date","Season","Survey","Effort","Beaufort","Glare","Subjective","SST","DEPTH","DIST2SHORE","DIST125","phat","g0_ship","ds_ship","g0_plane","ds_plane","Species_DS_Num","Species_Hab_Num","NSights"
"8359",8359,100,18.2574,"3034941.2012.38",300,3,2,10.143,3,3,3.5,20.86768341,-1633.614624,198.722702,29972.11515,0.109959466,-9999,-9999,0.67,0.558831754,-9999,1,0
"8362",8362,64.089901,2.1528,"3030364.2012.38",300,3,2,1.196,3.8,3,1.75,13.63510132,-10,0,18103.14554,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8365",8365,98.488695,18.0342,"3030365.2012.38",300,3,2,10.019,3.8,3,1.75,13.81654644,-44.72635269,6.942886353,10421.77508,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8368",8368,100,17.9694,"3030366.2012.38",300,3,2,9.983,3.811,3,1.75,14.1629591,-109.6082306,16.0051651,2295.319197,0.072400396,-9999,-9999,0.67,0.288931262,-9999,1,0
"8371",8371,100,16.6014,"3030369.2012.38",300,3,2,9.223,4,3,1.75,14.38132477,-199.816452,45.08949661,23247.48508,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"8374",8374,100,13.5072,"3030370.2012.38",300,3,2,7.504,3.8,3,1.75,14.33276939,-198.5172882,54.95032883,29000.00843,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8377",8377,100,15.624,"3030372.2012.38",300,3,2,8.68,3.8,3,1.792,14.62837124,-180.111496,74.18232727,28942.24087,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8380",8380,100,0.684,"3030376.2012.38",300,3,2,0.38,3.6,3,2.5,15.09727097,-172.3678894,113.6044083,22257.4433,0.080876529,-9999,-9999,0.67,0.322757319,-9999,1,0
"8383",8383,100,9.6084,"3030618.2012.38",300,3,2,5.338,3.5,3,2.5,15.8204031,-142.4720154,132.4555817,617.1519991,0.085199493,-9999,-9999,0.67,0.340009151,-9999,1,0
"8386",8386,100,13.1418,"3030852.2012.38",300,3,2,7.301,3.8,3,2.667,14.55409336,-167.1745148,71.66110229,13387.23971,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8389",8389,100,13.1418,"3033958.2012.38",300,3,2,7.301,2.9,3,3.5,17.01612091,-67.0384903,71.34236908,42832.27317,0.115558226,-9999,-9999,0.67,0.290611025,-9999,1,0
"8392",8392,100,18.2412,"3030858.2012.38",300,3,2,10.134,3.5,3,2.5,16.00657082,-56.80873489,131.5969391,5321.767409,0.085199493,-9999,-9999,0.67,0.340009151,-9999,1,0
"8395",8395,100,18.4302,"3031092.2012.38",300,3,2,10.239,3.8,3,2.667,14.51603317,-156.7668304,71.90326691,8813.943623,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8398",8398,100,18.4302,"3031332.2012.38",300,3,2,10.239,3.8,3,2.667,14.33153057,-148.4380493,73.14728546,8937.697937,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8401",8401,100,18.3024,"3031098.2012.38",300,3,2,10.168,3.5,3,2.5,16.22751236,-36.11286545,131.740509,11605.32183,0.085199493,-9999,-9999,0.67,0.340009151,-9999,1,0
"8404",8404,100,10.3824,"3031337.2012.38",300,3,2,5.768,3.5,3,2.5,15.73291492,-85.78123474,122.105896,11197.5457,0.085199493,-9999,-9999,0.67,0.340009151,-9999,1,0
"8407",8407,100,7.92,"3031338.2012.38",300,3,2,4.4,3.5,3,2.5,16.19675064,-54.5041008,131.971405,17215.39672,0.085199493,-9999,-9999,0.67,0.340009151,-9999,1,0
"8410",8410,100,8.8884,"3031343.2012.38",300,3,2,4.938,2.8,3,3.25,16.64146423,-34.21422577,182.0666656,51977.04364,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8413",8413,100,9.369,"3031344.2012.38",300,3,2,5.205,2.8,3,3.25,16.69342804,-36.02906418,191.9176331,58034.13479,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8416",8416,100,12.8664,"3031571.2012.38",300,3,2,7.148,3.358,3,3,14.44284153,-142.3415527,65.44606781,3204.10738,0.091690335,-9999,-9999,0.67,0.365912423,-9999,1,0
"8419",8419,100,5.5764,"3031572.2012.38",300,3,2,3.098,3.559,3,2.934,14.35911083,-148.1812592,74.39315796,13201.77229,0.082624567,-9999,-9999,0.67,0.329733287,-9999,1,0
"8422",8422,100,18.3042,"3031577.2012.38",300,3,2,10.169,3.893,3,2.254,15.89063454,-78.90582275,124,17476.60202,0.069332972,-9999,-9999,0.67,0.276689968,-9999,1,0
"8425",8425,100,18.2556,"3031583.2012.38",300,3,2,10.142,2.8,3,3.25,16.86972046,-36.02664948,182.6744232,60319.15564,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8428",8428,100,18.2556,"3034701.2012.38",300,3,2,10.142,3,3,3.5,20.0847168,-966.0485229,192.8291321,22827.80294,0.109959466,-9999,-9999,0.67,0.484361416,-9999,1,0
"8431",8431,100,18.468,"3031811.2012.38",300,3,2,10.26,2.8,3,3.17,14.47887611,-124.7209244,62.84339905,238.2520384,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,1
"8434",8434,100,18.468,"3032051.2012.38",300,3,2,10.26,2.8,3,3.25,14.43108368,-90.03451538,61.97582245,7366.827879,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8437",8437,100,18.306,"3031817.2012.38",300,3,2,10.17,4.3,3,1.624,16.11884499,-63.45827866,122.2659454,23647.01407,0.055831846,-9999,-9999,0.67,0.222810465,-9999,1,0
"8440",8440,78.476672,8.7174,"3032039.2012.38",300,3,2,4.843,2.5,3,3.25,15.34841537,-9.096470833,1.768694043,91626.21586,0.140032061,-9999,-9999,0.67,0.558831754,-9999,1,0
"8443",8443,100,10.7712,"3032041.2012.38",300,3,2,5.984,3.2,3,2.75,15.03633213,-9.398972511,4.607207298,76128.18444,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"8446",8446,100,3.8502,"3032042.2012.38",300,3,2,2.139,2,3,3.25,14.85533428,-6.478450298,1.360374928,69166.87341,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"8449",8449,100,0.0612,"3032057.2012.38",300,3,2,0.034,4.3,3,1.333,16.34708214,-57.37657547,121.4346619,28631.5729,0.055831846,-9999,-9999,0.67,0.222810465,-9999,1,0
"8452",8452,100,18.018,"3032281.2012.38",300,3,2,10.01,3.2,3,2.75,15.33440399,-30.09405899,13.60191154,83287.75088,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"8455",8455,100,18.018,"3032519.2012.38",300,3,2,10.01,2.5,3,3.006,15.71962929,-37.32489395,16.55755043,103373.2362,0.140032061,-9999,-9999,0.67,0.396729298,-9999,1,0
"8458",8458,100,18.018,"3032521.2012.38",300,3,2,10.01,3.2,3,2.75,15.4655571,-35.78869629,21.7592144,90848.88653,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"8461",8461,100,18.018,"3032759.2012.38",300,3,2,10.01,2.5,3,3,15.83508492,-44.50045776,24.01620674,93420.07091,0.140032061,-9999,-9999,0.67,0.396729298,-9999,1,0
"8464",8464,100,18.018,"3032761.2012.38",300,3,2,10.01,3.497,3,2.75,15.59422779,-40.57795715,30.59244347,97006.17379,0.085332313,-9999,-9999,0.67,0.396729298,-9999,1,0
"8467",8467,100,18.018,"3032999.2012.38",300,3,2,10.01,2.5,3,2.912,15.98249435,-49.40237045,33.47633362,83478.10096,0.140032061,-9999,-9999,0.67,0.396729298,-9999,1,0
"8470",8470,100,18.018,"3033001.2012.38",300,3,2,10.01,3.5,3,2.75,15.7930088,-44.04302979,39.58825302,87388.36874,0.085199493,-9999,-9999,0.67,0.396729298,-9999,1,0
"8473",8473,100,18.0234,"3032282.2012.38",300,3,2,10.013,2,3,3.25,15.20403671,-24.41781616,8.039069176,76728.21766,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"8476",8476,100,18.0234,"3032522.2012.38",300,3,2,10.013,2.111,3,3.25,15.28502083,-31.91928482,17.53837013,84471.30469,0.166442773,-9999,-9999,0.67,0.695383532,-9999,1,0
"8479",8479,100,18.0234,"3032525.2012.38",300,3,2,10.013,2.8,3,2.87,14.1959219,-18.78505516,14.41692924,66040.98534,0.121371284,-9999,-9999,0.67,0.695383532,-9999,1,0
"8482",8482,100,18.0234,"3032762.2012.38",300,3,2,10.013,2.5,3,3.25,15.29942036,-36.37507629,27.02893448,92575.75435,0.140032061,-9999,-9999,0.67,0.695383532,-9999,1,0
"8485",8485,100,18.0234,"3033004.2012.38",300,3,2,10.013,3,3,2.75,15.01195335,-23.75855637,32.93281174,85498.09892,0.109959466,-9999,-9999,0.67,0.695383532,-9999,1,0
"8488",8488,100,18.0234,"3033244.2012.38",300,3,2,10.013,3,3,2.61,15.33264828,-25.40786362,42.9278183,80221.82437,0.109959466,-9999,-9999,0.67,0.695383532,-9999,1,0
"8491",8491,100,18.0234,"3033484.2012.38",300,3,2,10.013,3.156,3,2.5,15.59564877,-36.13653946,52.92313766,70225.14449,0.101658334,-9999,-9999,0.67,0.695383532,-9999,1,0
"8494",8494,100,18.0234,"3033724.2012.38",300,3,2,10.013,3.2,3,2.5,16.05207634,-45.73233032,62.91876602,60229.5676,0.099412427,-9999,-9999,0.67,0.695383532,-9999,1,0
"8497",8497,100,18.0234,"3033961.2012.38",300,3,2,10.013,3.499,3,2.918,16.55037117,-61.31511688,76.57491302,49908.3667,0.085243746,-9999,-9999,0.67,0.695383532,-9999,1,0
"8500",8500,100,18.0234,"3033964.2012.38",300,3,2,10.013,3.2,3,2.5,16.30249596,-55.42670441,72.91468811,50235.75085,0.099412427,-9999,-9999,0.67,0.695383532,-9999,1,0
"8503",8503,86.125363,12.3786,"3032284.2012.38",300,3,2,6.877,2.8,3,2.75,14.25909138,-14.60038662,2.949775457,64888.63766,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8506",8506,98.60065,12.9942,"3032285.2012.38",300,3,2,7.219,2.965,3,3.044,14.07181454,-14.45154285,5.239288807,60322.15222,0.111894457,-9999,-9999,0.67,0.446541851,-9999,1,0
"8509",8509,100,17.5338,"3032291.2012.38",300,3,2,9.741,2.8,3,3.25,14.44830418,-65.75949097,62.24341202,11389.47172,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,1
"8512",8512,100,17.514,"3032518.2012.38",300,3,2,9.73,2.9,2,3,15.73014069,-33.07497025,11.35901833,102531.2201,0.115558226,-9999,-9999,0.67,0.461163005,-9999,1,0
"8515",8515,100,18.0252,"3032524.2012.38",300,3,2,10.014,2.8,3,2.75,14.47455502,-20.39478874,12.94378281,73650.22164,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8518",8518,100,18.0252,"3032764.2012.38",300,3,2,10.014,2.908,3,2.75,14.88371468,-21.1822567,22.93813133,79763.80986,0.115102392,-9999,-9999,0.67,0.484361416,-9999,1,0
"8521",8521,100,18.0252,"3032765.2012.38",300,3,2,10.014,2.8,3,2.75,14.65082741,-23.53072929,23.41085243,71499.19926,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8524",8524,100,18.0252,"3033005.2012.38",300,3,2,10.014,2.882,3,2.75,15.0178051,-21.95064545,33.40509796,77697.28476,0.116588868,-9999,-9999,0.67,0.484361416,-9999,1,0
"8527",8527,100,18.0252,"3033245.2012.38",300,3,2,10.014,2.9,3,2.75,15.1628437,-20.44045639,43.3996582,80451.92796,0.115558226,-9999,-9999,0.67,0.484361416,-9999,1,0
"8530",8530,100,18.0252,"3034201.2012.38",300,3,2,10.014,3.4,3,3,17.09211159,-67.91674805,86.5723877,41038.83102,0.089726777,-9999,-9999,0.67,0.484361416,-9999,1,0
"8533",8533,100,18.0252,"3034443.2012.38",300,3,2,10.014,3.666,3,2.167,17.88754463,-75.69927216,92.44979095,31522.11985,0.078132682,-9999,-9999,0.67,0.484361416,-9999,1,0
"8536",8536,100,13.0698,"3032543.2012.38",300,3,2,7.261,2.8,3,3.707,15.97783279,-51.67248154,182.9658203,52450.12846,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8539",8539,100,18.126,"3032758.2012.38",300,3,2,10.07,2.9,2.07,3.018,15.87397766,-42.9515152,21.35530472,92554.36218,0.115558226,-9999,-9999,0.67,0.461163005,-9999,1,0
"8542",8542,100,10.8108,"3032782.2012.38",300,3,2,6.006,2.894,3,3.75,15.96676254,-53.99860382,174.2025452,46375.32451,0.115901002,-9999,-9999,0.67,0.462530937,-9999,1,0
"8545",8545,100,7.4484,"3032783.2012.38",300,3,2,4.138,2.8,3,3.75,16.08427238,-58.20622253,184.044754,42789.77133,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8548",8548,100,18.0162,"3032998.2012.38",300,3,2,10.009,2.9,3,3.25,16.03521919,-50.2205162,31.3519783,82583.10152,0.115558226,-9999,-9999,0.67,0.461163005,-9999,1,0
"8551",8551,100,18.0162,"3033238.2012.38",300,3,2,10.009,2.9,3,3.25,16.12896538,-53.21267319,41.34902954,72619.74446,0.115558226,-9999,-9999,0.67,0.461163005,-9999,1,0
"8554",8554,100,18.0216,"3033002.2012.38",300,3,2,10.012,2.865,3,2.885,15.64103127,-40.84159088,36.0243988,90746.80847,0.117568614,-9999,-9999,0.67,0.469185943,-9999,1,0
"8557",8557,100,18.0216,"3033242.2012.38",300,3,2,10.012,3,3,2.75,15.78845978,-45.40111542,45.27634811,81414.51846,0.109959466,-9999,-9999,0.67,0.469185943,-9999,1,0
"8560",8560,100,18.0216,"3033482.2012.38",300,3,2,10.012,3.165,3,2.613,16.02005386,-47.5722847,55.01633835,72261.08566,0.101195537,-9999,-9999,0.67,0.469185943,-9999,1,0
"8563",8563,100,18.0216,"3033722.2012.38",300,3,2,10.012,3.6,3,2.25,16.22228622,-51.06066513,64.43024445,63054.31129,0.080876529,-9999,-9999,0.67,0.469185943,-9999,1,0
"8566",8566,100,18.0216,"3033962.2012.38",300,3,2,10.012,3.748,3,2.065,16.49345779,-58.80485916,74.00958252,53455.92759,0.074841806,-9999,-9999,0.67,0.469185943,-9999,1,0
"8569",8569,100,18.2628,"3033022.2012.38",300,3,2,10.146,3,3,3.75,16.03552055,-62.90238571,175.5849915,37726.5685,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8572",8572,100,17.721,"3033239.2012.38",300,3,2,9.845,2.813,3,2.75,16.11914825,-52.70376205,42.74883652,73551.86542,0.120603613,-9999,-9999,0.67,0.481297841,-9999,1,0
"8575",8575,100,17.955,"3033241.2012.38",300,3,2,9.975,3.5,3,2.75,16.16266251,-50.36327362,48.69093323,77866.91423,0.085199493,-9999,-9999,0.67,0.340009151,-9999,1,0
"8578",8578,100,18.2394,"3033262.2012.38",300,3,2,10.133,3.107,3,3.661,16.35598373,-73.88251495,178.1070251,29931.87459,0.104208811,-9999,-9999,0.67,0.415870423,-9999,1,2
"8581",8581,100,18.0198,"3033478.2012.38",300,3,2,10.011,2.9,3,3.494,16.24285126,-58.15211105,51.34645081,62668.06241,0.115558226,-9999,-9999,0.67,0.461163005,-9999,1,0
"8584",8584,100,18.0198,"3033479.2012.38",300,3,2,10.011,3,3,2.75,16.26483154,-58.05738831,52.65834808,63648.72889,0.109959466,-9999,-9999,0.67,0.461163005,-9999,1,0
"8587",8587,100,18.0198,"3033481.2012.38",300,3,2,10.011,3.5,3,2.75,16.27908325,-51.80578613,58.25298691,68482.00898,0.085199493,-9999,-9999,0.67,0.461163005,-9999,1,0
"8590",8590,100,18.0198,"3033718.2012.38",300,3,2,10.011,2.9,3,3.5,16.71767616,-64.3446579,61.34423447,52734.66503,0.115558226,-9999,-9999,0.67,0.461163005,-9999,1,0
"8593",8593,100,18.0198,"3033719.2012.38",300,3,2,10.011,3,3,2.75,16.87815475,-61.45031357,61.83423233,53781.44934,0.109959466,-9999,-9999,0.67,0.461163005,-9999,1,0
"8596",8596,100,18.0198,"3033721.2012.38",300,3,2,10.011,3.638,3,2.75,16.50701141,-54.92723083,67.57775116,59139.70306,0.079286263,-9999,-9999,0.67,0.461163005,-9999,1,0
"8599",8599,100,18.0198,"3033959.2012.38",300,3,2,10.011,2.968,2.681,2.688,16.90862846,-65.20898438,71.74131775,43974.17425,0.111727561,-9999,-9999,0.67,0.461163005,-9999,1,0
"8602",8602,100,18.027,"3033485.2012.38",300,3,2,10.015,2.982,3,2.737,15.42955685,-32.77368546,53.39452744,70475.96727,0.11095129,-9999,-9999,0.67,0.442777915,-9999,1,0
"8605",8605,100,18.027,"3033725.2012.38",300,3,2,10.015,3,3,2.667,15.80203056,-48.05490494,63.38969421,60507.94295,0.109959466,-9999,-9999,0.67,0.442777915,-9999,1,0
"8608",8608,100,18.027,"3034204.2012.38",300,3,2,10.015,3.077,3,2.5,16.5784874,-66.10813141,82.91090393,40245.00597,0.105796051,-9999,-9999,0.67,0.442777915,-9999,1,0
"8611",8611,100,18.027,"3034206.2012.38",300,3,2,10.015,2.909,3,2.667,16.61312103,-70.43209076,84.80290985,42413.34814,0.11504551,-9999,-9999,0.67,0.442777915,-9999,1,0
"8614",8614,100,18.2538,"3033502.2012.38",300,3,2,10.141,3.3,3,3.5,17.28339195,-83.06724548,180.7530823,20276.00694,0.094463131,-9999,-9999,0.67,0.376977936,-9999,1,0
"8617",8617,100,18.2538,"3033742.2012.38",300,3,2,10.141,3.3,3,3.5,18.40370941,-94.2911911,183.8411102,10335.99623,0.094463131,-9999,-9999,0.67,0.376977936,-9999,1,0
"8620",8620,100,18.2538,"3033982.2012.38",300,3,2,10.141,3.3,3,3.5,19.35977173,-120.3828278,187.7773285,626.7418791,0.094463131,-9999,-9999,0.67,0.376977936,-9999,1,0
"8623",8623,100,18.2538,"3034461.2012.38",300,3,2,10.141,3.181,3,3.5,19.90877533,-563.9421997,187.714035,15844.2902,0.100377115,-9999,-9999,0.67,0.376977936,-9999,1,0
"8626",8626,100,4.4208,"3033965.2012.38",300,3,2,2.456,3,3,2.667,16.10324478,-58.40432358,73.38514709,50552.5505,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8629",8629,100,13.6044,"3033966.2012.38",300,3,2,7.558,3,3,2.667,15.97130871,-61.87731552,74.86755371,52140.07337,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8632",8632,100,7.9776,"3034199.2012.38",300,3,2,4.432,2.9,2,2.667,17.39303398,-72.1828537,81.73948669,34073.96568,0.115558226,-9999,-9999,0.67,0.461163005,-9999,1,0
"8635",8635,100,10.3266,"3034202.2012.38",300,3,2,5.737,3.8,3,2,16.97063446,-65.31473541,84.00666809,43929.48969,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8638",8638,100,7.6968,"3034203.2012.38",300,3,2,4.276,3.8,3,2,16.96286583,-64.8523941,82.45283508,41292.77044,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8641",8641,100,12.8358,"3034221.2012.38",300,3,2,7.131,3.3,3,3.5,19.6510601,-244.9418945,183.039978,9450.516281,0.094463131,-9999,-9999,0.67,0.376977936,-9999,1,0
"8644",8644,100,5.418,"3034222.2012.38",300,3,2,3.01,3.3,3,3.5,19.55370331,-144.4331055,192.0251007,8918.421512,0.094463131,-9999,-9999,0.67,0.376977936,-9999,1,0
"8647",8647,100,8.1594,"3034441.2012.38",300,3,2,4.533,3.4,3,3,17.6856041,-78.05727386,95.57017517,32825.69587,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"8650",8650,100,17.9118,"3034446.2012.38",300,3,2,9.951,2.8,3,2.667,16.98157692,-77.39068604,94.65260315,32851.13238,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8653",8653,100,3.1104,"3034683.2012.38",300,3,2,1.728,3.6,3,2.25,18.36543846,-87.30236816,102.4470215,21838.92984,0.080876529,-9999,-9999,0.67,0.322757319,-9999,1,0
"8656",8656,100,1.242,"3034684.2012.38",300,3,2,0.69,3,3,2.476,18.25987816,-87.38106537,102.9041672,20290.88877,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8659",8659,100,9.6336,"3035181.2012.38",300,3,2,5.352,2.112,3,3.722,21.85056877,-2059.408936,204.4631805,37965.69892,0.166372734,-9999,-9999,0.67,0.663950572,-9999,1,0
"8662",8662,100,12.4002,"3021747.2012.15",116,1,2,6.889,3.8,2.685,1.973,6.098669529,-1.174295783,1.094068408,14009.67504,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8665",8665,97.640613,8.6526,"3021748.2012.15",116,1,2,4.807,3.287,2,3.132,6.053859711,-11.81874275,3,10965.8088,0.095094427,-9999,-9999,0.67,0.379497275,-9999,1,0
"8668",8668,100,0.648,"3021987.2012.15",116,1,2,0.36,3.8,3,1.5,5.892584801,-17.77089119,1.488563895,8070.707711,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"8671",8671,100,37.2978,"3021988.2012.15",116,1,2,20.721,3.328,2.274,2.171,6.060379028,-62.43848801,5.99215889,1211.597552,0.093115635,-9999,-9999,0.67,0.371600429,-9999,1,0
"8674",8674,100,6.3396,"3021989.2012.15",116,1,2,3.522,3,1,2.5,6.194717884,-86.70204163,8.801361084,9546.146453,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8677",8677,94.681848,16.596,"3022228.2012.15",116,1,2,9.22,3.766,2.513,1.75,5.967088223,-82.9422226,4.046898842,1294.019353,0.074136636,-9999,-9999,0.67,0.295860149,-9999,1,0
"8680",8680,100,24.3576,"3022229.2012.15",116,1,2,13.532,2.838,1.15,2.586,6.325777531,-110.2248688,9.806412697,4687.755204,0.119137329,-9999,-9999,0.67,0.475446282,-9999,1,0
"8683",8683,100,3.9906,"3022230.2012.15",116,1,2,2.217,2.8,1,2.75,6.675993443,-132.2650146,18.15752411,3318.707225,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"8686",8686,68.268485,13.1148,"3022466.2012.15",116,1,2,7.286,2.545,2,3.826,5.706972599,-27.70672798,0.680602551,22099.04766,0.137122961,-9999,-9999,0.67,0.547222287,-9999,1,0
"8689",8689,100,20.583,"3022469.2012.15",116,1,2,11.435,2.911,1,2.575,6.088769913,-91.60080719,5.423897743,1738.304766,0.114931809,-9999,-9999,0.67,0.458663138,-9999,1,0
"8692",8692,100,22.7106,"3022470.2012.15",116,1,2,12.617,2.905,1,2.75,6.756380558,-156.0622864,14.99461651,4621.016443,0.115273169,-9999,-9999,0.67,0.460025417,-9999,1,0
"8695",8695,100,1.6524,"3022471.2012.15",116,1,2,0.918,3,1,2.75,6.680026054,-137.1275482,24.56225204,1207.239389,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8698",8698,100,0.882,"3022706.2012.15",116,1,2,0.49,1.5,2,4,5.793776512,-76.12110138,7.185269356,28885.95616,0.208583382,-9999,-9999,0.67,0.832402354,-9999,1,0
"8701",8701,69.910938,18.9612,"3022707.2012.15",116,1,2,10.534,1.551,1.937,3.817,5.901249409,-75.08880615,1.985788822,22453.24924,0.205274181,-9999,-9999,0.67,0.819196188,-9999,1,0
"8704",8704,60.158717,0.126,"3022708.2012.15",116,1,2,0.07,2.3,1,3.75,6.085260868,-10,0,12949.83795,0.153365696,-9999,-9999,0.67,0.612042844,-9999,1,0
"8707",8707,100,12.5406,"3022709.2012.15",116,1,2,6.967,3,1,3,6.164663315,-55.06998825,2.510096312,3744.969995,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8710",8710,100,8.0388,"3022710.2012.15",116,1,2,4.466,2.811,1,3.079,6.540240288,-179.3493347,11.83479309,4700.638371,0.120721485,-9999,-9999,0.67,0.481768238,-9999,1,0
"8713",8713,100,24.3594,"3022711.2012.15",116,1,2,13.533,3.346,1,2.994,6.601481915,-177.7088318,22,7751.510433,0.092258172,-9999,-9999,0.67,0.368178512,-9999,1,0
"8716",8716,100,23.472,"3022948.2012.15",116,1,2,13.04,2.3,1,3.75,6.099668503,-10.9527216,3.230165958,16608.1191,0.153365696,-9999,-9999,0.67,0.612042844,-9999,1,0
"8719",8719,100,4.5738,"3022949.2012.15",116,1,2,2.541,2.3,1,3.75,6.089109898,-54.1473999,6.093482018,7933.681237,0.153365696,-9999,-9999,0.67,0.612042844,-9999,1,0
"8722",8722,100,20.5668,"3022950.2012.15",116,1,2,11.426,2.886,1,3.139,6.3927145,-151.3295898,13.8274765,1371.830697,0.116359237,-9999,-9999,0.67,0.464359633,-9999,1,0
"8725",8725,100,0.7038,"3022951.2012.15",116,1,2,0.391,3.5,1,3,6.729795456,-179.1591187,22,11363.0243,0.085199493,-9999,-9999,0.67,0.340009151,-9999,1,0
"8728",8728,100,23.6682,"3022952.2012.15",116,1,2,13.149,3.23,1,3,6.773623466,-145.9305573,14.1218071,4324.724185,0.097905092,-9999,-9999,0.67,0.39071391,-9999,1,0
"8731",8731,100,19.0242,"3023189.2012.15",116,1,2,10.569,2.589,1,3.331,6.44349432,-110.9729614,12.61697102,2516.286593,0.134314265,-9999,-9999,0.67,0.536013511,-9999,1,0
"8734",8734,100,17.3106,"3023190.2012.15",116,1,2,9.617,3.247,1,3.002,6.587048531,-190.9536896,19.72668648,4402.194248,0.097059532,-9999,-9999,0.67,0.387339502,-9999,1,0
"8737",8737,100,12.0384,"3023191.2012.15",116,1,2,6.688,3.117,1,3.046,6.746454716,-185.9376373,17.70709038,9154.915155,0.103684074,-9999,-9999,0.67,0.413776336,-9999,1,0
"8740",8740,100,3.0312,"3023192.2012.15",116,1,2,1.684,3,1,3,6.647019863,-127.0653305,8.456169128,39.09962037,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8743",8743,78.053232,11.943,"3023193.2012.15",116,1,2,6.635,3,1,3.121,6.757317543,-22.57791901,0.026441757,8146.22064,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8746",8746,100,14.8896,"3023430.2012.15",116,1,2,8.272,3,1,3.463,6.747686386,-200.6758423,20.23916054,9194.444833,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8749",8749,100,33.5556,"3023431.2012.15",116,1,2,18.642,2.531,0.749,3.352,6.587061405,-153.8265839,11.81112576,2101.2844,0.138024117,-9999,-9999,0.67,0.550818567,-9999,1,0
"8752",8752,95.019772,9.18,"3023659.2012.15",116,1,2,5.1,3,3,2.5,6.500761986,-24.63681793,3.08604598,22319.24133,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8755",8755,100,14.7348,"3023671.2012.15",116,1,2,8.186,1.949,0.277,3.792,6.469337463,-68.23869324,6.245929241,4621.168549,0.177847374,-9999,-9999,0.67,0.709742893,-9999,1,0
"8758",8758,100,10.332,"3023672.2012.15",116,1,2,5.74,2.224,0.582,3.563,6.568526745,-10,0.01873301,11750.60877,0.158579917,-9999,-9999,0.67,0.632851452,-9999,1,0
"8761",8761,100,4.095,"3023899.2012.15",116,1,2,2.275,3,3,2.5,6.297001362,-57.48284912,7.95912981,15063.24353,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8764",8764,100,21.8448,"3023900.2012.15",116,1,2,12.136,3,3,2.5,6.274773121,-72.41418457,15.03680897,8532.667438,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8767",8767,100,3.1356,"3024140.2012.15",116,1,2,1.742,3,3,2.29,6.3919034,-104.9202728,22.14009094,1892.417001,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"8770",8770,100,22.9824,"3024141.2012.15",116,1,2,12.768,3,3,2.25,6.340120792,-151.4581299,28.42289352,2901.544247,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
