"","segment","Effort","TRIPID","TripID_Num","survey","Season","SIGHTTIME","USEDINEST","CLOUDCOVERAGE","TURBIDITY","beaufort","SUBJ_WAVG","GLAREMAG_WAVG","CELLAREA_KM2","object","SPECIES","Species_Hab_Num","detected","SIGHTLAT","SIGHTLON","observer","TEAM","OBSERVER_Name","BEHAVIOR","CUE","SWELLHEIGHT","distance","AVAILAFT","TRANSECT","SWIMDIR","size","ECOREGION","survey.1","plat.id","surv.id","Region.Label","Sample.Label","JD"
"7971","3040171.2013.25",0.711,"HB1303",7,1,2,NA,"",NA,NA,4,2,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NES",1,2,"1391. HB1303:3040171:24","1381. 3040171",196
"7972","3040173.2013.29",10.876,"HB1303",7,1,2,NA,"",NA,NA,2.3,3,1.548,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,2,"1395. HB1303:3040173:28","1385. 3040173",228
"7973","3040177.2011.22",10.454,"HB1103",4,1,2,14.677,"yes",6,NA,4,2,1,100,9909,"HUWH",-9999,-9999,38.34208,-73.319,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",NA,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7974","3040177.2011.22",10.454,"HB1103",4,1,2,14.803,"yes",6,NA,4,2,1,100,9910,"SPWH",-9999,-9999,38.32232,-73.3119,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",45,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7975","3040177.2011.22",10.454,"HB1103",4,1,2,14.57,"yes",6,NA,4,2,1,100,9908,"SPWH",-9999,-9999,38.35922,-73.32554,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",100,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7976","3040177.2011.22",10.454,"HB1103",4,1,2,14.954,"yes",6,NA,4,2,1,100,9911,"UNMW",-9999,-9999,38.29873,-73.30356,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",NA,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7977","3040177.2011.22",10.454,"HB1103",4,1,2,14.803,"yes",6,NA,4,2,1,100,9910,"SPWH",-9999,-9999,38.32232,-73.3119,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",45,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7978","3040177.2011.22",10.454,"HB1103",4,1,2,14.57,"yes",6,NA,4,2,1,100,9908,"SPWH",-9999,-9999,38.35922,-73.32554,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",100,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7979","3040177.2011.22",10.454,"HB1103",4,1,2,14.677,"yes",6,NA,4,2,1,100,9909,"HUWH",-9999,-9999,38.34208,-73.319,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",NA,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7980","3040177.2011.22",10.454,"HB1103",4,1,2,14.954,"yes",6,NA,4,2,1,100,9911,"UNMW",-9999,-9999,38.29873,-73.30356,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",NA,-9999,"SB","NES",1,1,"391. HB1103:3040177:21","390. 3040177",172
"7981","3040177.2013.25",8.897,"HB1303",7,1,2,10.784,"yes",0,NA,3,3,3,100,11696,"SPWH",-9999,-9999,38.3047,-73.29587,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","20",NA,-9999,"SB","NES",1,2,"390. HB1303:3040177:24","389. 3040177",196
"7982","3040177.2013.25",8.897,"HB1303",7,1,2,10.784,"yes",0,NA,3,3,3,100,11696,"SPWH",-9999,-9999,38.3047,-73.29587,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","20",NA,-9999,"SB","NES",1,2,"390. HB1303:3040177:24","389. 3040177",196
"7983","3040178.2013.25",1.349,"HB1303",7,1,2,NA,"",NA,NA,3,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,2,"1397. HB1303:3040178:24","1387. 3040178",196
"7984","3040191.2013.25",10.032,"HB1303",7,1,2,12.95,"yes",0,NA,4.5,2,3,100,11739,"UNLW",-9999,-9999,38.30039,-71.79731,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","26",NA,-9999,"OUT","NES",1,2,"392. HB1303:3040191:24","391. 3040191",196
"7985","3040191.2013.25",10.032,"HB1303",7,1,2,12.95,"yes",0,NA,4.5,2,3,100,11739,"UNLW",-9999,-9999,38.30039,-71.79731,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","26",NA,-9999,"OUT","NES",1,2,"392. HB1303:3040191:24","391. 3040191",196
"7986","3040191.2011.26",8.912,"HB1103",4,1,2,12.744,"yes",12,NA,3.571,2,3,100,10606,"BODO",-9999,-9999,38.30566,-71.79558,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","26",345,-9999,"OUT","NES",1,1,"393. HB1103:3040191:25","392. 3040191",204
"7987","3040191.2011.26",8.912,"HB1103",4,1,2,12.644,"yes",12,NA,3.571,2,3,100,10605,"BODO",-9999,-9999,38.28907,-71.79833,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","26",210,-9999,"OUT","NES",1,1,"393. HB1103:3040191:25","392. 3040191",204
"7988","3040191.2011.26",8.912,"HB1103",4,1,2,12.744,"yes",12,NA,3.571,2,3,100,10606,"BODO",-9999,-9999,38.30566,-71.79558,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","26",345,-9999,"OUT","NES",1,1,"393. HB1103:3040191:25","392. 3040191",204
"7989","3040191.2011.26",8.912,"HB1103",4,1,2,12.644,"yes",12,NA,3.571,2,3,100,10605,"BODO",-9999,-9999,38.28907,-71.79833,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","26",210,-9999,"OUT","NES",1,1,"393. HB1103:3040191:25","392. 3040191",204
"7990","3040208.2011.24",5.256,"HB1103",4,1,2,10.408,"yes",1,NA,1,3,3,100,10170,"UNKO",-9999,-9999,38.2544,-69.76181,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","25",240,-9999,"OUT","NES",1,1,"394. HB1103:3040208:23","393. 3040208",188
"7991","3040208.2011.24",5.256,"HB1103",4,1,2,10.309,"yes",1,NA,1,3,3,100,10171,"ASDO",-9999,-9999,38.26329,-69.77955,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","25",90,-9999,"OUT","NES",1,1,"394. HB1103:3040208:23","393. 3040208",188
"7992","3040208.2011.24",5.256,"HB1103",4,1,2,10.434,"yes",1,NA,1,3,3,100,10173,"STDO",-9999,-9999,38.25211,-69.75717,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","25",260,-9999,"OUT","NES",1,1,"394. HB1103:3040208:23","393. 3040208",188
"7993","3040208.2011.24",5.256,"HB1103",4,1,2,10.434,"yes",1,NA,1,3,3,100,10173,"STDO",-9999,-9999,38.25211,-69.75717,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","25",260,-9999,"OUT","NES",1,1,"394. HB1103:3040208:23","393. 3040208",188
"7994","3040208.2011.24",5.256,"HB1103",4,1,2,10.408,"yes",1,NA,1,3,3,100,10170,"UNKO",-9999,-9999,38.2544,-69.76181,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","25",240,-9999,"OUT","NES",1,1,"394. HB1103:3040208:23","393. 3040208",188
"7995","3040208.2011.24",5.256,"HB1103",4,1,2,10.309,"yes",1,NA,1,3,3,100,10171,"ASDO",-9999,-9999,38.26329,-69.77955,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","25",90,-9999,"OUT","NES",1,1,"394. HB1103:3040208:23","393. 3040208",188
"7996","3040208.2013.26",5.221,"HB1303",7,1,2,NA,"",NA,NA,1,3,0,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NES",1,2,"1399. HB1303:3040208:25","1389. 3040208",204
"7997","3040209.2011.24",10.169,"HB1103",4,1,2,11.469,"yes",0,NA,0.011,3,1.022,100,10176,"BODO",-9999,-9999,38.20539,-69.66829,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",NA,-9999,"OUT","NES",1,1,"396. HB1103:3040209:23","395. 3040209",188
"7998","3040209.2011.24",10.169,"HB1103",4,1,2,11.361,"yes",0,NA,0.011,3,1.022,100,10175,"DSWH",-9999,-9999,38.21455,-69.68859,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",NA,-9999,"OUT","NES",1,1,"396. HB1103:3040209:23","395. 3040209",188
"7999","3040209.2011.24",10.169,"HB1103",4,1,2,11.469,"yes",0,NA,0.011,3,1.022,100,10176,"BODO",-9999,-9999,38.20539,-69.66829,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",NA,-9999,"OUT","NES",1,1,"396. HB1103:3040209:23","395. 3040209",188
"8000","3040209.2011.24",10.169,"HB1103",4,1,2,11.361,"yes",0,NA,0.011,3,1.022,100,10175,"DSWH",-9999,-9999,38.21455,-69.68859,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",NA,-9999,"OUT","NES",1,1,"396. HB1103:3040209:23","395. 3040209",188
"8001","3040209.2013.26",10.345,"HB1303",7,1,2,15.247,"yes",2,NA,1,3,0,100,11981,"BEWH",-9999,-9999,38.24115,-69.73749,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","25",262,-9999,"OUT","NES",1,2,"395. HB1303:3040209:25","394. 3040209",204
"8002","3040209.2013.26",10.345,"HB1303",7,1,2,15.247,"yes",2,NA,1,3,0,100,11981,"BEWH",-9999,-9999,38.24115,-69.73749,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","25",262,-9999,"OUT","NES",1,2,"395. HB1303:3040209:25","394. 3040209",204
"8003","3040210.2011.24",3.578,"HB1103",4,1,2,11.791,"yes",0,NA,0,3,1,100,10183,"BODO",-9999,-9999,38.17663,-69.60944,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",NA,-9999,"OUT","NES",1,1,"397. HB1103:3040210:23","396. 3040210",188
"8004","3040210.2011.24",3.578,"HB1103",4,1,2,11.777,"yes",0,NA,0,3,1,100,10181,"DSWH",-9999,-9999,38.17793,-69.61207,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",52,-9999,"OUT","NES",1,1,"397. HB1103:3040210:23","396. 3040210",188
"8005","3040210.2011.24",3.578,"HB1103",4,1,2,11.777,"yes",0,NA,0,3,1,100,10181,"DSWH",-9999,-9999,38.17793,-69.61207,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",52,-9999,"OUT","NES",1,1,"397. HB1103:3040210:23","396. 3040210",188
"8006","3040210.2011.24",3.578,"HB1103",4,1,2,11.791,"yes",0,NA,0,3,1,100,10183,"BODO",-9999,-9999,38.17663,-69.60944,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",NA,-9999,"OUT","NES",1,1,"397. HB1103:3040210:23","396. 3040210",188
"8007","3040210.2013.26",1.471,"HB1303",7,1,2,NA,"",NA,NA,1,3,0,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NES",1,2,"1402. HB1303:3040210:25","1392. 3040210",204
"8008","3040223.2011.24",7.917,"HB1103",4,1,2,14.654,"yes",1,NA,2.553,3,1.266,100,10240,"GEBW",-9999,-9999,38.15523,-68.13414,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","24",90,-9999,"OUT","NES",1,1,"399. HB1103:3040223:23","398. 3040223",188
"8009","3040223.2011.24",7.917,"HB1103",4,1,2,14.548,"yes",1,NA,2.553,3,1.266,100,10238,"STDO",-9999,-9999,38.13713,-68.13913,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","24",280,-9999,"OUT","NES",1,1,"399. HB1103:3040223:23","398. 3040223",188
"8010","3040223.2011.24",7.917,"HB1103",4,1,2,14.654,"yes",1,NA,2.553,3,1.266,100,10240,"GEBW",-9999,-9999,38.15523,-68.13414,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","24",90,-9999,"OUT","NES",1,1,"399. HB1103:3040223:23","398. 3040223",188
"8011","3040223.2011.24",7.917,"HB1103",4,1,2,14.548,"yes",1,NA,2.553,3,1.266,100,10238,"STDO",-9999,-9999,38.13713,-68.13913,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","24",280,-9999,"OUT","NES",1,1,"399. HB1103:3040223:23","398. 3040223",188
"8012","3040223.2013.26",10.088,"HB1303",7,1,2,NA,"",NA,NA,3.7,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NES",1,2,"1403. HB1303:3040223:25","1393. 3040223",204
"8013","3040406.2011.25",6.093,"HB1103",4,1,2,NA,"",NA,NA,4.3,2,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NES",1,1,"1406. HB1103:3040406:24","1396. 3040406",196
"8014","3040406.2013.29",5.945,"HB1303",7,1,2,NA,"",NA,NA,1.5,3,1.899,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NES",1,2,"1405. HB1303:3040406:28","1395. 3040406",228
"8015","3040411.2011.21",0.081,"HB1103",4,1,2,NA,"",NA,NA,4,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1411. HB1103:3040411:20","1401. 3040411",164
"8016","3040411.2011.23",0.338,"HB1103",4,1,2,NA,"",NA,NA,2.7,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1410. HB1103:3040411:22","1400. 3040411",180
"8017","3040411.2013.25",0.076,"HB1303",7,1,2,NA,"",NA,NA,4,2,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,2,"1409. HB1303:3040411:24","1399. 3040411",196
"8018","3040412.2011.21",10.775,"HB1103",4,1,2,NA,"",NA,NA,4,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1415. HB1103:3040412:20","1405. 3040412",164
"8019","3040412.2011.23",10.744,"HB1103",4,1,2,NA,"",NA,NA,2.786,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1414. HB1103:3040412:22","1404. 3040412",180
"8020","3040412.2013.25",10.761,"HB1303",7,1,2,NA,"",NA,NA,4,2,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,2,"1413. HB1303:3040412:24","1403. 3040412",196
"8021","3040412.2013.29",6.013,"HB1303",7,1,2,21.184,"yes",7,NA,2.5,3,0,100,12756,"BODO",-9999,-9999,38.23265,-73.87222,-9999,"-9999","-9999","-9999","-9999",1,-9999,"-9999","102",NA,-9999,"SB","NES",1,2,"400. HB1303:3040412:28","399. 3040412",228
"8022","3040412.2013.29",6.013,"HB1303",7,1,2,21.162,"yes",7,NA,2.5,3,0,100,12754,"BODO",-9999,-9999,38.23614,-73.87028,-9999,"-9999","-9999","-9999","-9999",1,-9999,"-9999","102",230,-9999,"SB","NES",1,2,"400. HB1303:3040412:28","399. 3040412",228
"8023","3040412.2013.29",6.013,"HB1303",7,1,2,21.184,"yes",7,NA,2.5,3,0,100,12756,"BODO",-9999,-9999,38.23265,-73.87222,-9999,"-9999","-9999","-9999","-9999",1,-9999,"-9999","102",NA,-9999,"SB","NES",1,2,"400. HB1303:3040412:28","399. 3040412",228
"8024","3040412.2013.29",6.013,"HB1303",7,1,2,21.162,"yes",7,NA,2.5,3,0,100,12754,"BODO",-9999,-9999,38.23614,-73.87028,-9999,"-9999","-9999","-9999","-9999",1,-9999,"-9999","102",230,-9999,"SB","NES",1,2,"400. HB1303:3040412:28","399. 3040412",228
"8025","3040413.2011.21",10.704,"HB1103",4,1,2,NA,"",NA,NA,4,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1420. HB1103:3040413:20","1410. 3040413",164
"8026","3040413.2011.22",0.165,"HB1103",4,1,2,NA,"",NA,NA,4.8,2,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1419. HB1103:3040413:21","1409. 3040413",172
"8027","3040413.2011.23",10.741,"HB1103",4,1,2,NA,"",NA,NA,3,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1418. HB1103:3040413:22","1408. 3040413",180
"8028","3040413.2013.25",7.761,"HB1303",7,1,2,NA,"",NA,NA,3.901,2.099,0.901,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,2,"1417. HB1303:3040413:24","1407. 3040413",196
"8029","3040413.2013.29",4.837,"HB1303",7,1,2,21.048,"yes",7,NA,2.331,3,1.686,100,12755,"BODO",-9999,-9999,38.25395,-73.86046,-9999,"-9999","-9999","-9999","-9999",1,-9999,"-9999","102",250,-9999,"SB","NES",1,2,"401. HB1303:3040413:28","400. 3040413",228
"8030","3040413.2013.29",4.837,"HB1303",7,1,2,21.048,"yes",7,NA,2.331,3,1.686,100,12755,"BODO",-9999,-9999,38.25395,-73.86046,-9999,"-9999","-9999","-9999","-9999",1,-9999,"-9999","102",250,-9999,"SB","NES",1,2,"401. HB1303:3040413:28","400. 3040413",228
"8031","3040414.2011.21",5.789,"HB1103",4,1,2,NA,"",NA,NA,4.393,1.017,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1423. HB1103:3040414:20","1413. 3040414",164
"8032","3040414.2011.22",5.162,"HB1103",4,1,2,NA,"",NA,NA,4.8,2,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NES",1,1,"1422. HB1103:3040414:21","1412. 3040414",172
"8033","3040414.2011.23",5.713,"HB1103",4,1,2,11.405,"yes",13,NA,3,2,3,100,9938,"GRAM",-9999,-9999,38.2061,-73.71508,-9999,"-9999","-9999","-9999","-9999",1.5,-9999,"-9999","21",NA,-9999,"SB","NES",1,1,"403. HB1103:3040414:22","402. 3040414",180
"8034","3040414.2011.23",5.713,"HB1103",4,1,2,11.328,"yes",13,NA,3,2,3,100,9937,"GRAM",-9999,-9999,38.20945,-73.73082,-9999,"-9999","-9999","-9999","-9999",1.5,-9999,"-9999","21",NA,-9999,"SB","NES",1,1,"403. HB1103:3040414:22","402. 3040414",180
"8035","3040414.2011.23",5.713,"HB1103",4,1,2,11.328,"yes",13,NA,3,2,3,100,9937,"GRAM",-9999,-9999,38.20945,-73.73082,-9999,"-9999","-9999","-9999","-9999",1.5,-9999,"-9999","21",NA,-9999,"SB","NES",1,1,"403. HB1103:3040414:22","402. 3040414",180
"8036","3040414.2011.23",5.713,"HB1103",4,1,2,11.405,"yes",13,NA,3,2,3,100,9938,"GRAM",-9999,-9999,38.2061,-73.71508,-9999,"-9999","-9999","-9999","-9999",1.5,-9999,"-9999","21",NA,-9999,"SB","NES",1,1,"403. HB1103:3040414:22","402. 3040414",180
"8037","3040414.2013.25",6.298,"HB1303",7,1,2,17.01,"yes",0,NA,3,3,0,100,11687,"BODO",-9999,-9999,38.20043,-73.69802,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","21",250,-9999,"SB","NES",1,2,"402. HB1303:3040414:24","401. 3040414",196
"8038","3040414.2013.25",6.298,"HB1303",7,1,2,17.01,"yes",0,NA,3,3,0,100,11687,"BODO",-9999,-9999,38.20043,-73.69802,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","21",250,-9999,"SB","NES",1,2,"402. HB1303:3040414:24","401. 3040414",196
"8039","3040417.2011.22",2.371,"HB1103",4,1,2,15.17,"yes",6,NA,3.775,2.75,1,100,9912,"SPWH",-9999,-9999,38.26294,-73.29264,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",NA,-9999,"SB","NES",1,1,"405. HB1103:3040417:21","404. 3040417",172
"8040","3040417.2011.22",2.371,"HB1103",4,1,2,15.17,"yes",6,NA,3.775,2.75,1,100,9912,"SPWH",-9999,-9999,38.26294,-73.29264,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",NA,-9999,"SB","NES",1,1,"405. HB1103:3040417:21","404. 3040417",172
"8041","3040418.2011.22",6.042,"HB1103",4,1,2,15.254,"yes",6,NA,3.7,3,1,100,9913,"SPWH",-9999,-9999,38.24882,-73.28938,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",0,-9999,"SB","NES",1,1,"407. HB1103:3040418:21","406. 3040418",172
"8042","3040418.2011.22",6.042,"HB1103",4,1,2,15.471,"yes",6,NA,3.7,3,1,100,9914,"SPWH",-9999,-9999,38.21227,-73.28105,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",270,-9999,"SB","NES",1,1,"407. HB1103:3040418:21","406. 3040418",172
"8043","3040418.2011.22",6.042,"HB1103",4,1,2,15.471,"yes",6,NA,3.7,3,1,100,9914,"SPWH",-9999,-9999,38.21227,-73.28105,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",270,-9999,"SB","NES",1,1,"407. HB1103:3040418:21","406. 3040418",172
"8044","3040418.2011.22",6.042,"HB1103",4,1,2,15.254,"yes",6,NA,3.7,3,1,100,9913,"SPWH",-9999,-9999,38.24882,-73.28938,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","20",0,-9999,"SB","NES",1,1,"407. HB1103:3040418:21","406. 3040418",172
"8045","3040418.2013.25",7.982,"HB1303",7,1,2,21.872,"yes",0,NA,3,3,2.342,100,11686,"SPWH",-9999,-9999,38.21758,-73.28213,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","22",0,-9999,"SB","NES",1,2,"406. HB1303:3040418:24","405. 3040418",196
"8046","3040418.2013.25",7.982,"HB1303",7,1,2,21.8,"yes",0,NA,3,3,2.342,100,11685,"GRAM",-9999,-9999,38.20631,-73.27937,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","22",180,-9999,"SB","NES",1,2,"406. HB1303:3040418:24","405. 3040418",196
"8047","3040418.2013.25",7.982,"HB1303",7,1,2,10.596,"yes",0,NA,3,3,2.342,100,11695,"SPWH",-9999,-9999,38.27701,-73.28748,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","20",NA,-9999,"SB","NES",1,2,"406. HB1303:3040418:24","405. 3040418",196
"8048","3040418.2013.25",7.982,"HB1303",7,1,2,21.8,"yes",0,NA,3,3,2.342,100,11685,"GRAM",-9999,-9999,38.20631,-73.27937,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","22",180,-9999,"SB","NES",1,2,"406. HB1303:3040418:24","405. 3040418",196
"8049","3040418.2013.25",7.982,"HB1303",7,1,2,21.872,"yes",0,NA,3,3,2.342,100,11686,"SPWH",-9999,-9999,38.21758,-73.28213,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","22",0,-9999,"SB","NES",1,2,"406. HB1303:3040418:24","405. 3040418",196
"8050","3040418.2013.25",7.982,"HB1303",7,1,2,10.596,"yes",0,NA,3,3,2.342,100,11695,"SPWH",-9999,-9999,38.27701,-73.28748,-9999,"-9999","-9999","-9999","-9999",0.5,-9999,"-9999","20",NA,-9999,"SB","NES",1,2,"406. HB1303:3040418:24","405. 3040418",196
"8051","3040430.2013.25",1.442,"HB1303",7,1,2,NA,"",NA,NA,4.5,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NES",1,2,"1425. HB1303:3040430:24","1415. 3040430",196
"8052","3040430.2011.26",2.11,"HB1103",4,1,2,NA,"",NA,NA,4.3,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NES",1,1,"1426. HB1103:3040430:25","1416. 3040430",204
"8053","3040431.2013.25",2.62,"HB1303",7,1,2,NA,"",NA,NA,4.5,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NES",1,2,"1428. HB1303:3040431:24","1418. 3040431",196
"8054","3040431.2011.26",4.069,"HB1103",4,1,2,NA,"",NA,NA,4.3,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NES",1,1,"1429. HB1103:3040431:25","1419. 3040431",204
"8055","3040450.2011.24",5.937,"HB1103",4,1,2,12.593,"yes",3,NA,0,3,1,100,10187,"SPWH",-9999,-9999,38.14104,-69.54121,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",270,-9999,"OUT","NES",1,1,"410. HB1103:3040450:23","409. 3040450",188
"8056","3040450.2011.24",5.937,"HB1103",4,1,2,12.593,"yes",3,NA,0,3,1,100,10187,"SPWH",-9999,-9999,38.14104,-69.54121,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",270,-9999,"OUT","NES",1,1,"410. HB1103:3040450:23","409. 3040450",188
"8057","3040450.2011.24",5.937,"HB1103",4,1,2,11.852,"yes",0,NA,0,3,1,100,10184,"ASDO",-9999,-9999,38.17116,-69.59843,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",290,-9999,"OUT","NES",1,1,"410. HB1103:3040450:23","409. 3040450",188
"8058","3040450.2011.24",5.937,"HB1103",4,1,2,11.859,"yes",0,NA,0,3,1,100,10178,"ASDO",-9999,-9999,38.17055,-69.59722,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",340,-9999,"OUT","NES",1,1,"410. HB1103:3040450:23","409. 3040450",188
"8059","3040450.2011.24",5.937,"HB1103",4,1,2,11.852,"yes",0,NA,0,3,1,100,10184,"ASDO",-9999,-9999,38.17116,-69.59843,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","25",290,-9999,"OUT","NES",1,1,"410. HB1103:3040450:23","409. 3040450",188
